,wavelength,intensity
1250,325.0,1222.0
1251,325.1,1161.251
1252,325.2,1104.643
1253,325.3,1052.0
1254,325.4,1003.165
1255,325.5,958.053
1256,325.6,916.6
1257,325.7,878.712
1258,325.8,844.189
1259,325.9,812.8
1260,326.0,784.323
1261,326.1,758.555
1262,326.2,735.3
1263,326.3,714.366
1264,326.4,695.582
1265,326.5,678.782
1266,326.6,663.8
1267,326.7,650.478
1268,326.8,638.685
1269,326.9,628.3
1270,327.0,619.208
1271,327.1,611.331
1272,327.2,604.6
1273,327.3,598.947
1274,327.4,594.303
1275,327.5,590.6
1276,327.6,587.771
1277,327.7,585.757
1278,327.8,584.5
1279,327.9,583.941
1280,328.0,584.026
1281,328.1,584.7
1282,328.2,585.904
1283,328.3,587.563
1284,328.4,589.6
1285,328.5,591.939
1286,328.6,594.512
1287,328.7,597.254
1288,328.8,600.1
1289,328.9,602.98
1290,329.0,605.81
1291,329.1,608.5
1292,329.2,610.967
1293,329.3,613.151
1294,329.4,615.0
1295,329.5,616.456
1296,329.6,617.448
1297,329.7,617.9
1298,329.8,617.741
1299,329.9,616.923
1300,330.0,615.4
1301,330.1,613.13
1302,330.2,610.076
1303,330.3,606.2
1304,330.4,601.471
1305,330.5,595.874
1306,330.6,589.4
1307,330.7,582.042
1308,330.8,573.806
1309,330.9,564.7
1310,331.0,554.738
1311,331.1,543.958
1312,331.2,532.4
1313,331.3,520.11
1314,331.4,507.142
1315,331.5,493.553
1316,331.6,479.4
1317,331.7,464.747
1318,331.8,449.682
1319,331.9,434.3
1320,332.0,418.695
1321,332.1,402.963
1322,332.2,387.2
1323,332.3,371.499
1324,332.4,355.941
1325,332.5,340.6
1326,332.6,325.556
1327,332.7,310.893
1328,332.8,296.7
1329,332.9,283.059
1330,333.0,270.038
1331,333.1,257.7
1332,333.2,246.109
1333,333.3,235.323
1334,333.4,225.4
1335,333.5,216.392
1336,333.6,208.326
1337,333.7,201.222
1338,333.8,195.1
1339,333.9,189.979
1340,334.0,185.874
1341,334.1,182.8
1342,334.2,180.766
1343,334.3,179.769
1344,334.4,179.8
1345,334.5,180.849
1346,334.6,182.891
1347,334.7,185.9
1348,334.8,189.846
1349,334.9,194.693
1350,335.0,200.4
1351,335.1,206.929
1352,335.2,214.241
1353,335.3,222.3
1354,335.4,231.061
1355,335.5,240.453
1356,335.6,250.4
1357,335.7,260.828
1358,335.8,271.68
1359,335.9,282.9
1360,336.0,294.434
1361,336.1,306.221
1362,336.2,318.2
1363,336.3,330.311
1364,336.4,342.51
1365,336.5,354.754
1366,336.6,367.0
1367,336.7,379.209
1368,336.8,391.351
1369,336.9,403.4
1370,337.0,415.335
1371,337.1,427.164
1372,337.2,438.9
1373,337.3,450.557
1374,337.4,462.151
1375,337.5,473.7
1376,337.6,485.229
1377,337.7,496.804
1378,337.8,508.5
1379,337.9,520.386
1380,338.0,532.507
1381,338.1,544.9
1382,338.2,557.612
1383,338.3,570.717
1384,338.4,584.3
1385,338.5,598.434
1386,338.6,613.158
1387,338.7,628.503
1388,338.8,644.5
1389,338.9,661.179
1390,339.0,678.57
1391,339.1,696.7
1392,339.2,715.587
1393,339.3,735.201
1394,339.4,755.5
1395,339.5,776.444
1396,339.6,797.991
1397,339.7,820.1
1398,339.8,842.723
1399,339.9,865.784
1400,340.0,889.2
1401,340.1,912.889
1402,340.2,936.779
1403,340.3,960.8
1404,340.4,984.883
1405,340.5,1008.969
1406,340.6,1033.0
1407,340.7,1056.911
1408,340.8,1080.611
1409,340.9,1104.0
1410,341.0,1127.005
1411,341.1,1149.654
1412,341.2,1172.0
1413,341.3,1194.073
1414,341.4,1215.817
1415,341.5,1237.152
1416,341.6,1258.0
1417,341.7,1278.325
1418,341.8,1298.265
1419,341.9,1318.0
1420,342.0,1337.646
1421,342.1,1357.052
1422,342.2,1376.0
1423,342.3,1394.314
1424,342.4,1411.973
1425,342.5,1429.0
1426,342.6,1445.396
1427,342.7,1461.092
1428,342.8,1476.0
1429,342.9,1490.028
1430,343.0,1503.067
1431,343.1,1515.0
1432,343.2,1525.712
1433,343.3,1535.085
1434,343.4,1543.0
1435,343.5,1549.326
1436,343.6,1553.891
1437,343.7,1556.51
1438,343.8,1557.0
1439,343.9,1555.219
1440,344.0,1551.195
1441,344.1,1545.0
1442,344.2,1536.7
1443,344.3,1526.35
1444,344.4,1514.0
1445,344.5,1499.685
1446,344.6,1483.369
1447,344.7,1465.0
1448,344.8,1444.598
1449,344.9,1422.471
1450,345.0,1399.0
1451,345.1,1374.516
1452,345.2,1349.154
1453,345.3,1323.0
1454,345.4,1296.153
1455,345.5,1268.764
1456,345.6,1241.0
1457,345.7,1213.058
1458,345.8,1185.27
1459,345.9,1158.0
1460,346.0,1131.542
1461,346.1,1105.898
1462,346.2,1081.0
1463,346.3,1056.814
1464,346.4,1033.443
1465,346.5,1011.026
1466,346.6,989.7
1467,346.7,969.573
1468,346.8,950.623
1469,346.9,932.8
1470,347.0,916.056
1471,347.1,900.364
1472,347.2,885.7
1473,347.3,872.037
1474,347.4,859.322
1475,347.5,847.5
1476,347.6,836.516
1477,347.7,826.328
1478,347.8,816.9
1479,347.9,808.193
1480,348.0,800.172
1481,348.1,792.8
1482,348.2,786.045
1483,348.3,779.885
1484,348.4,774.3
1485,348.5,769.278
1486,348.6,764.838
1487,348.7,761.003
1488,348.8,757.8
1489,348.9,755.256
1490,349.0,753.409
1491,349.1,752.3
1492,349.2,751.976
1493,349.3,752.515
1494,349.4,754.0
1495,349.5,756.512
1496,349.6,760.123
1497,349.7,764.9
1498,349.8,770.916
1499,349.9,778.253
1500,350.0,787.0
1501,350.1,797.236
1502,350.2,809.019
1503,350.3,822.4
1504,350.4,837.429
1505,350.5,854.148
1506,350.6,872.6
1507,350.7,892.812
1508,350.8,914.758
1509,350.9,938.4
1510,351.0,963.695
1511,351.1,990.583
1512,351.2,1019.0
1513,351.3,1048.888
1514,351.4,1080.207
1515,351.5,1112.923
1516,351.6,1147.0
1517,351.7,1182.365
1518,351.8,1218.788
1519,351.9,1256.0
1520,352.0,1293.78
1521,352.1,1332.105
1522,352.2,1371.0
1523,352.3,1410.476
1524,352.4,1450.494
1525,352.5,1491.0
1526,352.6,1531.945
1527,352.7,1573.29
1528,352.8,1615.0
1529,352.9,1657.079
1530,353.0,1699.681
1531,353.1,1743.0
1532,353.2,1787.222
1533,353.3,1832.505
1534,353.4,1879.0
1535,353.5,1926.871
1536,353.6,1976.338
1537,353.7,2027.637
1538,353.8,2081.0
1539,353.9,2136.669
1540,354.0,2194.912
1541,354.1,2256.0
1542,354.2,2320.205
1543,354.3,2387.786
1544,354.4,2459.0
1545,354.5,2534.066
1546,354.6,2613.054
1547,354.7,2696.0
1548,354.8,2782.94
1549,354.9,2873.922
1550,355.0,2969.0
1551,355.1,3068.176
1552,355.2,3171.257
1553,355.3,3278.0
1554,355.4,3388.133
1555,355.5,3501.271
1556,355.6,3617.0
1557,355.7,3734.883
1558,355.8,3854.398
1559,355.9,3975.0
1560,356.0,4096.111
1561,356.1,4217.024
1562,356.2,4337.0
1563,356.3,4455.287
1564,356.4,4571.088
1565,356.5,4683.595
1566,356.6,4792.0
1567,356.7,4895.512
1568,356.8,4993.412
1569,356.9,5085.0
1570,357.0,5169.58
1571,357.1,5246.472
1572,357.2,5315.0
1573,357.3,5374.576
1574,357.4,5424.96
1575,357.5,5466.0
1576,357.6,5497.524
1577,357.7,5519.281
1578,357.8,5531.0
1579,357.9,5532.549
1580,358.0,5524.359
1581,358.1,5507.0
1582,358.2,5481.019
1583,358.3,5446.874
1584,358.4,5405.0
1585,358.5,5355.912
1586,358.6,5300.442
1587,358.7,5239.501
1588,358.8,5174.0
1589,358.9,5104.841
1590,359.0,5032.889
1591,359.1,4959.0
1592,359.2,4884.021
1593,359.3,4808.756
1594,359.4,4734.0
1595,359.5,4660.52
1596,359.6,4588.976
1597,359.7,4520.0
1598,359.8,4454.159
1599,359.9,4391.749
1600,360.0,4333.0
1601,360.1,4278.104
1602,360.2,4227.103
1603,360.3,4180.0
1604,360.4,4136.758
1605,360.5,4097.173
1606,360.6,4061.0
1607,360.7,4027.975
1608,360.8,3997.76
1609,360.9,3970.0
1610,361.0,3944.306
1611,361.1,3920.157
1612,361.2,3897.0
1613,361.3,3874.308
1614,361.4,3851.669
1615,361.5,3828.695
1616,361.6,3805.0
1617,361.7,3780.209
1618,361.8,3753.985
1619,361.9,3726.0
1620,362.0,3695.957
1621,362.1,3663.675
1622,362.2,3629.0
1623,362.3,3591.814
1624,362.4,3552.131
1625,362.5,3510.0
1626,362.6,3465.455
1627,362.7,3418.469
1628,362.8,3369.0
1629,362.9,3317.07
1630,363.0,3262.956
1631,363.1,3207.0
1632,363.2,3149.487
1633,363.3,3090.484
1634,363.4,3030.0
1635,363.5,2968.086
1636,363.6,2904.95
1637,363.7,2840.839
1638,363.8,2776.0
1639,363.9,2710.658
1640,364.0,2644.953
1641,364.1,2579.0
1642,364.2,2512.924
1643,364.3,2446.872
1644,364.4,2381.0
1645,364.5,2315.461
1646,364.6,2250.41
1647,364.7,2186.0
1648,364.8,2122.379
1649,364.9,2059.672
1650,365.0,1998.0
1651,365.1,1937.505
1652,365.2,1878.42
1653,365.3,1821.0
1654,365.4,1765.454
1655,365.5,1711.798
1656,365.6,1660.0
1657,365.7,1610.087
1658,365.8,1562.315
1659,365.9,1517.0
1660,366.0,1474.422
1661,366.1,1434.721
1662,366.2,1398.0
1663,366.3,1364.349
1664,366.4,1333.792
1665,366.5,1306.339
1666,366.6,1282.0
1667,366.7,1260.793
1668,366.8,1242.772
1669,366.9,1228.0
1670,367.0,1216.511
1671,367.1,1208.216
1672,367.2,1203.0
1673,367.3,1200.758
1674,367.4,1201.437
1675,367.5,1205.0
1676,367.6,1211.385
1677,367.7,1220.442
1678,367.8,1232.0
1679,367.9,1245.889
1680,368.0,1261.944
1681,368.1,1280.0
1682,368.2,1299.91
1683,368.3,1321.597
1684,368.4,1345.0
1685,368.5,1370.065
1686,368.6,1396.767
1687,368.7,1425.085
1688,368.8,1455.0
1689,368.9,1486.525
1690,369.0,1519.8
1691,369.1,1555.0
1692,369.2,1592.265
1693,369.3,1631.606
1694,369.4,1673.0
1695,369.5,1716.488
1696,369.6,1762.368
1697,369.7,1811.0
1698,369.8,1862.709
1699,369.9,1917.664
1700,370.0,1976.0
1701,370.1,2037.862
1702,370.2,2103.456
1703,370.3,2173.0
1704,370.4,2246.693
1705,370.5,2324.659
1706,370.6,2407.0
1707,370.7,2493.808
1708,370.8,2585.13
1709,370.9,2681.0
1710,371.0,2781.444
1711,371.1,2886.451
1712,371.2,2996.0
1713,371.3,3110.005
1714,371.4,3228.117
1715,371.5,3349.92
1716,371.6,3475.0
1717,371.7,3602.95
1718,371.8,3733.403
1719,371.9,3866.0
1720,372.0,4000.343
1721,372.1,4135.875
1722,372.2,4272.0
1723,372.3,4408.085
1724,372.4,4543.355
1725,372.5,4677.0
1726,372.6,4808.242
1727,372.7,4936.444
1728,372.8,5061.0
1729,372.9,5181.279
1730,373.0,5296.536
1731,373.1,5406.0
1732,373.2,5508.938
1733,373.3,5604.781
1734,373.4,5693.0
1735,373.5,5773.08
1736,373.6,5844.566
1737,373.7,5907.019
1738,373.8,5960.0
1739,373.9,6003.116
1740,374.0,6036.167
1741,374.1,6059.0
1742,374.2,6071.475
1743,374.3,6073.501
1744,374.4,6065.0
1745,374.5,6045.948
1746,374.6,6016.534
1747,374.7,5977.0
1748,374.8,5927.586
1749,374.9,5868.513
1750,375.0,5800.0
1751,375.1,5722.338
1752,375.2,5636.117
1753,375.3,5542.0
1754,375.4,5440.617
1755,375.5,5332.463
1756,375.6,5218.0
1757,375.7,5097.714
1758,375.8,4972.181
1759,375.9,4842.0
1760,376.0,4707.824
1761,376.1,4570.519
1762,376.2,4431.0
1763,376.3,4290.121
1764,376.4,4148.476
1765,376.5,4006.593
1766,376.6,3865.0
1767,376.7,3724.291
1768,376.8,3585.319
1769,376.9,3449.0
1770,377.0,3316.173
1771,377.1,3187.359
1772,377.2,3063.0
1773,377.3,2943.571
1774,377.4,2829.688
1775,377.5,2722.0
1776,377.6,2621.097
1777,377.7,2527.332
1778,377.8,2441.0
1779,377.9,2362.411
1780,378.0,2291.945
1781,378.1,2230.0
1782,378.2,2176.926
1783,378.3,2132.887
1784,378.4,2098.0
1785,378.5,2072.346
1786,378.6,2055.862
1787,378.7,2048.446
1788,378.8,2050.0
1789,378.9,2060.442
1790,379.0,2079.77
1791,379.1,2108.0
1792,379.2,2145.065
1793,379.3,2190.561
1794,379.4,2244.0
1795,379.5,2304.928
1796,379.6,2373.023
1797,379.7,2448.0
1798,379.8,2529.521
1799,379.9,2617.049
1800,380.0,2710.0
1801,380.1,2807.768
1802,380.2,2909.669
1803,380.3,3015.0
1804,380.4,3123.074
1805,380.5,3233.274
1806,380.6,3345.0
1807,380.7,3457.602
1808,380.8,3570.235
1809,380.9,3682.0
1810,381.0,3792.035
1811,381.1,3899.602
1812,381.2,4004.0
1813,381.3,4104.526
1814,381.4,4200.493
1815,381.5,4291.212
1816,381.6,4376.0
1817,381.7,4454.173
1818,381.8,4525.061
1819,381.9,4588.0
1820,382.0,4642.417
1821,382.1,4688.118
1822,382.2,4725.0
1823,382.3,4752.935
1824,382.4,4771.689
1825,382.5,4781.0
1826,382.6,4780.693
1827,382.7,4770.94
1828,382.8,4752.0
1829,382.9,4724.144
1830,383.0,4687.697
1831,383.1,4643.0
1832,383.2,4590.436
1833,383.3,4530.567
1834,383.4,4464.0
1835,383.5,4391.343
1836,383.6,4313.211
1837,383.7,4230.224
1838,383.8,4143.0
1839,383.9,4052.154
1840,384.0,3958.287
1841,384.1,3862.0
1842,384.2,3763.906
1843,384.3,3664.677
1844,384.4,3565.0
1845,384.5,3465.519
1846,384.6,3366.709
1847,384.7,3269.0
1848,384.8,3172.795
1849,384.9,3078.377
1850,385.0,2986.0
1851,385.1,2895.931
1852,385.2,2808.487
1853,385.3,2724.0
1854,385.4,2642.741
1855,385.5,2564.748
1856,385.6,2490.0
1857,385.7,2418.476
1858,385.8,2350.151
1859,385.9,2285.0
1860,386.0,2222.985
1861,386.1,2164.018
1862,386.2,2108.0
1863,386.3,2054.84
1864,386.4,2004.484
1865,386.5,1956.886
1866,386.6,1912.0
1867,386.7,1869.738
1868,386.8,1829.839
1869,386.9,1792.0
1870,387.0,1755.961
1871,387.1,1721.64
1872,387.2,1689.0
1873,387.3,1657.974
1874,387.4,1628.378
1875,387.5,1600.0
1876,387.6,1572.662
1877,387.7,1546.329
1878,387.8,1521.0
1879,387.9,1496.637
1880,388.0,1473.048
1881,388.1,1450.0
1882,388.2,1427.308
1883,388.3,1404.962
1884,388.4,1383.0
1885,388.5,1361.43
1886,388.6,1340.156
1887,388.7,1319.054
1888,388.8,1298.0
1889,388.9,1276.875
1890,389.0,1255.575
1891,389.1,1234.0
1892,389.2,1212.1
1893,389.3,1190.031
1894,389.4,1168.0
1895,389.5,1146.131
1896,389.6,1124.225
1897,389.7,1102.0
1898,389.8,1079.263
1899,389.9,1056.178
1900,390.0,1033.0
1901,390.1,1009.924
1902,390.2,986.92
1903,390.3,963.9
1904,390.4,940.807
1905,390.5,917.708
1906,390.6,894.7
1907,390.7,871.869
1908,390.8,849.258
1909,390.9,826.9
1910,391.0,804.831
1911,391.1,783.11
1912,391.2,761.8
1913,391.3,740.961
1914,391.4,720.638
1915,391.5,700.87
1916,391.6,681.7
1917,391.7,663.164
1918,391.8,645.29
1919,391.9,628.1
1920,392.0,611.619
1921,392.1,595.876
1922,392.2,580.9
1923,392.3,566.719
1924,392.4,553.348
1925,392.5,540.8
1926,392.6,529.083
1927,392.7,518.187
1928,392.8,508.1
1929,392.9,498.814
1930,393.0,490.341
1931,393.1,482.7
1932,393.2,475.9
1933,393.3,469.913
1934,393.4,464.7
1935,393.5,460.228
1936,393.6,456.48
1937,393.7,453.442
1938,393.8,451.1
1939,393.9,449.437
1940,394.0,448.416
1941,394.1,448.0
1942,394.2,448.145
1943,394.3,448.798
1944,394.4,449.9
1945,394.5,451.398
1946,394.6,453.246
1947,394.7,455.4
1948,394.8,457.812
1949,394.9,460.406
1950,395.0,463.1
1951,395.1,465.818
1952,395.2,468.502
1953,395.3,471.1
1954,395.4,473.557
1955,395.5,475.812
1956,395.6,477.8
1957,395.7,479.461
1958,395.8,480.744
1959,395.9,481.6
1960,396.0,481.983
1961,396.1,481.86
1962,396.2,481.2
1963,396.3,479.977
1964,396.4,478.186
1965,396.5,475.827
1966,396.6,472.9
1967,396.7,469.409
1968,396.8,465.369
1969,396.9,460.8
1970,397.0,455.724
1971,397.1,450.177
1972,397.2,444.2
1973,397.3,437.836
1974,397.4,431.147
1975,397.5,424.2
1976,397.6,417.058
1977,397.7,409.774
1978,397.8,402.4
1979,397.9,394.988
1980,398.0,387.599
1981,398.1,380.3
1982,398.2,373.151
1983,398.3,366.202
1984,398.4,359.5
1985,398.5,353.089
1986,398.6,347.01
1987,398.7,341.301
1988,398.8,336.0
1989,398.9,331.145
1990,399.0,326.768
1991,399.1,322.9
1992,399.2,319.566
1993,399.3,316.767
1994,399.4,314.5
1995,399.5,312.767
1996,399.6,311.591
1997,399.7,311.0
1998,399.8,311.023
1999,399.9,311.682
2000,400.0,313.0
2001,400.1,314.998
2002,400.2,317.692
2003,400.3,321.1
2004,400.4,325.242
2005,400.5,330.159
2006,400.6,335.9
2007,400.7,342.513
2008,400.8,350.059
2009,400.9,358.6
2010,401.0,368.198
2011,401.1,378.912
2012,401.2,390.8
2013,401.3,403.92
2014,401.4,418.325
2015,401.5,434.068
2016,401.6,451.2
2017,401.7,469.772
2018,401.8,489.826
2019,401.9,511.4
2020,402.0,534.529
2021,402.1,559.226
2022,402.2,585.5
2023,402.3,613.348
2024,402.4,642.732
2025,402.5,673.6
2026,402.6,705.899
2027,402.7,739.558
2028,402.8,774.5
2029,402.9,810.635
2030,403.0,847.821
2031,403.1,885.9
2032,403.2,924.718
2033,403.3,964.132
2034,403.4,1004.0
2035,403.5,1044.178
2036,403.6,1084.51
2037,403.7,1124.837
2038,403.8,1165.0
2039,403.9,1204.805
2040,404.0,1243.926
2041,404.1,1282.0
2042,404.2,1318.729
2043,404.3,1354.06
2044,404.4,1388.0
2045,404.5,1420.501
2046,404.6,1451.281
2047,404.7,1480.0
2048,404.8,1506.379
2049,404.9,1530.373
2050,405.0,1552.0
2051,405.1,1571.244
2052,405.2,1587.967
2053,405.3,1602.0
2054,405.4,1613.201
2055,405.5,1621.536
2056,405.6,1627.0
2057,405.7,1629.583
2058,405.8,1629.26
2059,405.9,1626.0
2060,406.0,1619.8
2061,406.1,1610.759
2062,406.2,1599.0
2063,406.3,1584.629
2064,406.4,1567.669
2065,406.5,1548.125
2066,406.6,1526.0
2067,406.7,1501.329
2068,406.8,1474.267
2069,406.9,1445.0
2070,407.0,1413.719
2071,407.1,1380.644
2072,407.2,1346.0
2073,407.3,1309.978
2074,407.4,1272.637
2075,407.5,1234.0
2076,407.6,1194.145
2077,407.7,1153.363
2078,407.8,1112.0
2079,407.9,1070.357
2080,408.0,1028.563
2081,408.1,986.7
2082,408.2,944.877
2083,408.3,903.3
2084,408.4,862.2
2085,408.5,821.791
2086,408.6,782.229
2087,408.7,743.652
2088,408.8,706.2
2089,408.9,670.009
2090,409.0,635.203
2091,409.1,601.9
2092,409.2,570.213
2093,409.3,540.221
2094,409.4,512.0
2095,409.5,485.614
2096,409.6,461.104
2097,409.7,438.5
2098,409.8,417.83
2099,409.9,399.097
2100,410.0,382.3
2101,410.1,367.43
2102,410.2,354.446
2103,410.3,343.3
2104,410.4,333.943
2105,410.5,326.327
2106,410.6,320.4
2107,410.7,316.107
2108,410.8,313.369
2109,410.9,312.1
2110,411.0,312.212
2111,411.1,313.611
2112,411.2,316.2
2113,411.3,319.885
2114,411.4,324.573
2115,411.5,330.175
2116,411.6,336.6
2117,411.7,343.757
2118,411.8,351.554
2119,411.9,359.9
2120,412.0,368.702
2121,412.1,377.866
2122,412.2,387.3
2123,412.3,396.914
2124,412.4,406.637
2125,412.5,416.4
2126,412.6,426.135
2127,412.7,435.762
2128,412.8,445.2
2129,412.9,454.373
2130,413.0,463.224
2131,413.1,471.7
2132,413.2,479.751
2133,413.3,487.332
2134,413.4,494.4
2135,413.5,500.915
2136,413.6,506.85
2137,413.7,512.186
2138,413.8,516.9
2139,413.9,520.97
2140,414.0,524.377
2141,414.1,527.1
2142,414.2,529.128
2143,414.3,530.484
2144,414.4,531.2
2145,414.5,531.308
2146,414.6,530.833
2147,414.7,529.8
2148,414.8,528.238
2149,414.9,526.189
2150,415.0,523.7
2151,415.1,520.823
2152,415.2,517.63
2153,415.3,514.2
2154,415.4,510.608
2155,415.5,506.921
2156,415.6,503.2
2157,415.7,499.511
2158,415.8,495.921
2159,415.9,492.5
2160,416.0,489.319
2161,416.1,486.458
2162,416.2,484.0
2163,416.3,482.022
2164,416.4,480.569
2165,416.5,479.682
2166,416.6,479.4
2167,416.7,479.76
2168,416.8,480.786
2169,416.9,482.5
2170,417.0,484.921
2171,417.1,488.054
2172,417.2,491.9
2173,417.3,496.457
2174,417.4,501.699
2175,417.5,507.6
2176,417.6,514.123
2177,417.7,521.211
2178,417.8,528.8
2179,417.9,536.828
2180,418.0,545.244
2181,418.1,554.0
2182,418.2,563.04
2183,418.3,572.273
2184,418.4,581.6
2185,418.5,590.929
2186,418.6,600.195
2187,418.7,609.338
2188,418.8,618.3
2189,418.9,627.021
2190,419.0,635.441
2191,419.1,643.5
2192,419.2,651.14
2193,419.3,658.32
2194,419.4,665.0
2195,419.5,671.147
2196,419.6,676.749
2197,419.7,681.8
2198,419.8,686.297
2199,419.9,690.256
2200,420.0,693.7
2201,420.1,696.651
2202,420.2,699.14
2203,420.3,701.2
2204,420.4,702.866
2205,420.5,704.184
2206,420.6,705.2
2207,420.7,705.966
2208,420.8,706.544
2209,420.9,707.0
2210,421.0,707.397
2211,421.1,707.782
2212,421.2,708.2
2213,421.3,708.697
2214,421.4,709.326
2215,421.5,710.142
2216,421.6,711.2
2217,421.7,712.549
2218,421.8,714.211
2219,421.9,716.2
2220,422.0,718.537
2221,422.1,721.257
2222,422.2,724.4
2223,422.3,727.997
2224,422.4,732.037
2225,422.5,736.5
2226,422.6,741.373
2227,422.7,746.667
2228,422.8,752.4
2229,422.9,758.583
2230,423.0,765.193
2231,423.1,772.2
2232,423.2,779.578
2233,423.3,787.314
2234,423.4,795.4
2235,423.5,803.823
2236,423.6,812.552
2237,423.7,821.556
2238,423.8,830.8
2239,423.9,840.253
2240,424.0,849.893
2241,424.1,859.7
2242,424.2,869.65
2243,424.3,879.699
2244,424.4,889.8
2245,424.5,899.908
2246,424.6,909.986
2247,424.7,920.0
2248,424.8,929.911
2249,424.9,939.664
2250,425.0,949.2
2251,425.1,958.462
2252,425.2,967.409
2253,425.3,976.0
2254,425.4,984.192
2255,425.5,991.916
2256,425.6,999.1
2257,425.7,1005.682
2258,425.8,1011.649
2259,425.9,1017.0
2260,426.0,1021.722
2261,426.1,1025.748
2262,426.2,1029.0
2263,426.3,1031.42
2264,426.4,1033.031
2265,426.5,1033.876
2266,426.6,1034.0
2267,426.7,1033.428
2268,426.8,1032.116
2269,426.9,1030.0
2270,427.0,1027.048
2271,427.1,1023.343
2272,427.2,1019.0
2273,427.3,1014.121
2274,427.4,1008.77
2275,427.5,1003.0
2276,427.6,996.864
2277,427.7,990.414
2278,427.8,983.7
2279,427.9,976.781
2280,428.0,969.748
2281,428.1,962.7
2282,428.2,955.729
2283,428.3,948.908
2284,428.4,942.3
2285,428.5,935.97
2286,428.6,929.974
2287,428.7,924.366
2288,428.8,919.2
2289,428.9,914.523
2290,429.0,910.353
2291,429.1,906.7
2292,429.2,903.572
2293,429.3,900.972
2294,429.4,898.9
2295,429.5,897.351
2296,429.6,896.296
2297,429.7,895.7
2298,429.8,895.523
2299,429.9,895.71
2300,430.0,896.2
2301,430.1,896.929
2302,430.2,897.822
2303,430.3,898.8
2304,430.4,899.782
2305,430.5,900.68
2306,430.6,901.4
2307,430.7,901.856
2308,430.8,901.978
2309,430.9,901.7
2310,431.0,900.954
2311,431.1,899.651
2312,431.2,897.7
2313,431.3,895.017
2314,431.4,891.551
2315,431.5,887.26
2316,431.6,882.1
2317,431.7,876.033
2318,431.8,869.039
2319,431.9,861.1
2320,432.0,852.202
2321,432.1,842.337
2322,432.2,831.5
2323,432.3,819.697
2324,432.4,806.978
2325,432.5,793.4
2326,432.6,779.024
2327,432.7,763.905
2328,432.8,748.1
2329,432.9,731.671
2330,433.0,714.706
2331,433.1,697.3
2332,433.2,679.551
2333,433.3,661.577
2334,433.4,643.5
2335,433.5,625.441
2336,433.6,607.514
2337,433.7,589.829
2338,433.8,572.5
2339,433.9,555.642
2340,434.0,539.395
2341,434.1,523.9
2342,434.2,509.296
2343,434.3,495.694
2344,434.4,483.2
2345,434.5,471.919
2346,434.6,461.953
2347,434.7,453.4
2348,434.8,446.356
2349,434.9,440.899
2350,435.0,437.1
2351,435.1,435.026
2352,435.2,434.715
2353,435.3,436.2
2354,435.4,439.507
2355,435.5,444.641
2356,435.6,451.6
2357,435.7,460.374
2358,435.8,470.924
2359,435.9,483.2
2360,436.0,497.151
2361,436.1,512.708
2362,436.2,529.8
2363,436.3,548.344
2364,436.4,568.215
2365,436.5,589.278
2366,436.6,611.4
2367,436.7,634.442
2368,436.8,658.258
2369,436.9,682.7
2370,437.0,707.615
2371,437.1,732.838
2372,437.2,758.2
2373,437.3,783.532
2374,437.4,808.658
2375,437.5,833.4
2376,437.6,857.587
2377,437.7,881.068
2378,437.8,903.7
2379,437.9,925.34
2380,438.0,945.852
2381,438.1,965.1
2382,438.2,982.954
2383,438.3,999.293
2384,438.4,1014.0
2385,438.5,1026.972
2386,438.6,1038.156
2387,438.7,1047.512
2388,438.8,1055.0
2389,438.9,1060.586
2390,439.0,1064.255
2391,439.1,1066.0
2392,439.2,1065.826
2393,439.3,1063.8
2394,439.4,1060.0
2395,439.5,1054.479
2396,439.6,1047.176
2397,439.7,1038.0
2398,439.8,1026.924
2399,439.9,1014.164
2400,440.0,1000.0
2401,440.1,984.656
2402,440.2,968.139
2403,440.3,950.4
2404,440.4,931.427
2405,440.5,911.341
2406,440.6,890.3
2407,440.7,868.449
2408,440.8,845.886
2409,440.9,822.7
2410,441.0,798.978
2411,441.1,774.813
2412,441.2,750.3
2413,441.3,725.53
2414,441.4,700.587
2415,441.5,675.55
2416,441.6,650.5
2417,441.7,625.518
2418,441.8,600.689
2419,441.9,576.1
2420,442.0,551.828
2421,442.1,527.916
2422,442.2,504.4
2423,442.3,481.318
2424,442.4,458.731
2425,442.5,436.7
2426,442.6,415.283
2427,442.7,394.509
2428,442.8,374.4
2429,442.9,354.978
2430,443.0,336.269
2431,443.1,318.3
2432,443.2,301.094
2433,443.3,284.66
2434,443.4,269.0
2435,443.5,254.118
2436,443.6,240.011
2437,443.7,226.673
2438,443.8,214.1
2439,443.9,202.286
2440,444.0,191.222
2441,444.1,180.9
2442,444.2,171.307
2443,444.3,162.417
2444,444.4,154.2
2445,444.5,146.627
2446,444.6,139.669
2447,444.7,133.3
2448,444.8,127.489
2449,444.9,122.202
2450,445.0,117.4
2451,445.1,113.049
2452,445.2,109.123
2453,445.3,105.6
2454,445.4,102.454
2455,445.5,99.648
2456,445.6,97.14
2457,445.7,94.893
2458,445.8,92.878
2459,445.9,91.07
2460,446.0,89.442
2461,446.1,87.967
2462,446.2,86.62
2463,446.3,85.375
2464,446.4,84.212
2465,446.5,83.11
2466,446.6,82.05
2467,446.7,81.013
2468,446.8,79.987
2469,446.9,78.96
2470,447.0,77.922
2471,447.1,76.865
